OTU,species,subgenus,genus,tribe,subfamily,suprasubfamily,family,subsuperfamily,superfamily,subsection,section,parvorder,infraorder,suborder,order,superorder,subclass,infraclass,superinfraclass,class,superclass,subphylum,phylum,superphylum,infrakingdom,subkingdom,kingdom,Provider
Necromys_lasiurus,Necromys_lasiurus,-,Necromys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Necromys_lenguarum,Necromys_lenguarum,-,Necromys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Necromys_obscurus,Necromys_obscurus,-,Necromys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Necromys_punctulatus,Necromys_punctulatus,-,Necromys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Necromys_temchuki,Necromys_temchuki,-,Necromys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Necromys_urichi,Necromys_urichi,-,Necromys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
Nectomys_apicalis,Nectomys_apicalis,-,Nectomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nectomys_magdalenae,Nectomys_magdalenae,-,Nectomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nectomys_palmipes,Nectomys_palmipes,-,Nectomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nectomys_rattus,Nectomys_rattus,-,Nectomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nectomys_squamipes,Nectomys_squamipes,-,Nectomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nelsonia_goldmani,Nelsonia_goldmani,-,Nelsonia,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nelsonia_neotomodon,Nelsonia_neotomodon,-,Nelsonia,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
NEOCHOERUS_AESOPI,NEOCHOERUS_AESOPI,-,Hydrochoerus,-,Hydrochoerinae,HydrochoerinaePlusPhugatherium,Caviidae,-,Cavioidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
NEOCHOERUS_PINCKNEYI,NEOCHOERUS_PINCKNEYI,-,Hydrochoerus,-,Hydrochoerinae,HydrochoerinaePlusPhugatherium,Caviidae,-,Cavioidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
NEOCHOERUS_SIRASAKAE,NEOCHOERUS_SIRASAKAE,-,Hydrochoerus,-,Hydrochoerinae,HydrochoerinaePlusPhugatherium,Caviidae,-,Cavioidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Neofiber_alleni,Neofiber_alleni,-,Neofiber,Neofibrini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
NEOFIBER_LEONARDI,NEOFIBER_LEONARDI,-,Neofiber,Neofibrini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
NEOLICAPHRIUM_RECENS,NEOLICAPHRIUM_RECENS,-,NEOLICAPHRIUM,-,-,-,Proterotheriidae,-,-,-,-,-,-,-,Litopterna,Litopterna_Notoungulata,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Neonycteris_pusilla,Neonycteris_pusilla,-,Neonycteris,-,Phyllostominae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
NEOSCLEROCALYPTUS_GOULDI,NEOSCLEROCALYPTUS_GOULDI,-,NEOSCLEROCALYPTUS,-,Glyptodontinae,Glyptodontinae,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
NEOSCLEROCALYPTUS_HEUSSERI,NEOSCLEROCALYPTUS_HEUSSERI,-,NEOSCLEROCALYPTUS,-,Glyptodontinae,Glyptodontinae,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
NEOSCLEROCALYPTUS_PASKOENSIS,NEOSCLEROCALYPTUS_PASKOENSIS,-,NEOSCLEROCALYPTUS,-,Glyptodontinae,Glyptodontinae,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Neotoma_albigula,Neotoma_albigula,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_angustapalata,Neotoma_angustapalata,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_bryanti,Neotoma_bryanti,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_chrysomelas,Neotoma_chrysomelas,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_cinerea,Neotoma_cinerea,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,NCBI
Neotoma_devia,Neotoma_devia,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
NEOTOMA_FINDLEYI,NEOTOMA_FINDLEYI,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Neotoma_floridana,Neotoma_floridana,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_fuscipes,Neotoma_fuscipes,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_goldmani,Neotoma_goldmani,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_lepida,Neotoma_lepida,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_leucodon,Neotoma_leucodon,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_macrotis,Neotoma_macrotis,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_magister,Neotoma_magister,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_mexicana,Neotoma_mexicana,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_micropus,Neotoma_micropus,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_nelsoni,Neotoma_nelsoni,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
NEOTOMA_OZARKENSIS,NEOTOMA_OZARKENSIS,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Neotoma_palatina,Neotoma_palatina,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotoma_phenax,Neotoma_phenax,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
NEOTOMA_PYGMAEA,NEOTOMA_PYGMAEA,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
NEOTOMA_SPELAEA,NEOTOMA_SPELAEA,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Neotoma_stephensi,Neotoma_stephensi,-,Neotoma,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotomodon_alstoni,Neotomodon_alstoni,-,Neotomodon,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neotomys_ebriosus,Neotomys_ebriosus,-,Neotomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neovison_macrodon,Neovison_macrodon,-,Neovison,-,Mustelinae,-,Mustelidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neovison_vison,Neovison_vison,-,Neovison,-,Mustelinae,-,Mustelidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_albigularis,Nephelomys_albigularis,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_auriventer,Nephelomys_auriventer,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_caracolus,Nephelomys_caracolus,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_devius,Nephelomys_devius,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_keaysi,Nephelomys_keaysi,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_levipes,Nephelomys_levipes,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Nephelomys_meridensis,Nephelomys_meridensis,-,Nephelomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neurotrichus_gibbsii,Neurotrichus_gibbsii,-,Neurotrichus,-,-,-,Talpidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neusticomys_ferreirai,Neusticomys_ferreirai,-,Neusticomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,Deuterostomia,Bilateria,-,wikipedia_UK
Neusticomys_monticolus,Neusticomys_monticolus,-,Neusticomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neusticomys_mussoi,Neusticomys_mussoi,-,Neusticomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neusticomys_oyapocki,Neusticomys_oyapocki,-,Neusticomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neusticomys_peruviensis,Neusticomys_peruviensis,-,Neusticomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Neusticomys_venezuelae,Neusticomys_venezuelae,-,Neusticomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Noctilio_albiventris,Noctilio_albiventris,-,Noctilio,-,-,-,Noctilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Noctilio_leporinus,Noctilio_leporinus,-,Noctilio,-,-,-,Noctilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Noronhomys_vespuccii,Noronhomys_vespuccii,-,Noronhomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
